mcp_servername,language,integration_type,star_count,violated_rule,violated_rule_name,issue_type,issue_severity,component,fix_guideline,issue_tags,quality_impact
authed-dev/authed,Python,mined,72,python:S930,The number and name of arguments passed to a function should match its parameters,BUG,BLOCKER,authed-dev.authed:registry/core/logging/service.py,Remove this unexpected named argument 'resource_type'.,cwe,RELIABILITY
authed-dev/authed,Python,mined,72,python:S930,The number and name of arguments passed to a function should match its parameters,BUG,BLOCKER,authed-dev.authed:registry/core/logging/service.py,Remove this unexpected named argument 'resource_id'.,cwe,RELIABILITY
langchain-ai/universal-tool-server,Python,mined,21,python:S5915,Assertions should not be made at the end of blocks expecting an exception,BUG,CRITICAL,langchain-ai.universal-tool-server:libs/server/tests/unit_tests/test_with_sdk.py,"Refactor this test; if this assertion’s argument raises an exception, the assertion will never get executed.","tests, unused, pitfall",RELIABILITY
langchain-ai/universal-tool-server,Python,mined,21,python:S5915,Assertions should not be made at the end of blocks expecting an exception,BUG,CRITICAL,langchain-ai.universal-tool-server:libs/server/tests/unit_tests/test_with_sdk.py,"Refactor this test; if this assertion’s argument raises an exception, the assertion will never get executed.","tests, unused, pitfall",RELIABILITY
langchain-ai/universal-tool-server,Python,mined,21,python:S5915,Assertions should not be made at the end of blocks expecting an exception,BUG,CRITICAL,langchain-ai.universal-tool-server:libs/server/tests/unit_tests/test_with_sync_sdk.py,"Refactor this test; if this assertion’s argument raises an exception, the assertion will never get executed.","tests, unused, pitfall",RELIABILITY
langchain-ai/universal-tool-server,Python,mined,21,python:S5915,Assertions should not be made at the end of blocks expecting an exception,BUG,CRITICAL,langchain-ai.universal-tool-server:libs/server/tests/unit_tests/test_with_sync_sdk.py,"Refactor this test; if this assertion’s argument raises an exception, the assertion will never get executed.","tests, unused, pitfall",RELIABILITY
Just-Understanding-Data-Ltd/ai-coding-with-cursor,TypeScript,mined,29,javascript:S2189,Loops should not be infinite,BUG,BLOCKER,Just-Understanding-Data-Ltd.ai-coding-with-cursor:chat_bot_customer_support_project/apps/web/playwright-report/index.html,'l' is not modified in this loop.,,RELIABILITY
Just-Understanding-Data-Ltd/ai-coding-with-cursor,TypeScript,mined,29,javascript:S2189,Loops should not be infinite,BUG,BLOCKER,Just-Understanding-Data-Ltd.ai-coding-with-cursor:chat_bot_customer_support_project/apps/web/playwright-report/index.html,'P' is not modified in this loop.,,RELIABILITY
Just-Understanding-Data-Ltd/ai-coding-with-cursor,TypeScript,mined,29,javascript:S2189,Loops should not be infinite,BUG,BLOCKER,Just-Understanding-Data-Ltd.ai-coding-with-cursor:chat_bot_customer_support_project/apps/web/playwright-report/index.html,'o' is not modified in this loop.,,RELIABILITY
Just-Understanding-Data-Ltd/ai-coding-with-cursor,TypeScript,mined,29,javascript:S4275,Getters and setters should access the expected fields,BUG,CRITICAL,Just-Understanding-Data-Ltd.ai-coding-with-cursor:chat_bot_customer_support_project/apps/web/playwright-report/index.html,Refactor this getter to return a value.,pitfall,RELIABILITY
Just-Understanding-Data-Ltd/ai-coding-with-cursor,TypeScript,mined,29,javascript:S4125,"""typeof"" expressions should only be compared to valid values",BUG,CRITICAL,Just-Understanding-Data-Ltd.ai-coding-with-cursor:chat_bot_customer_support_project/apps/web/playwright-report/index.html,Invalid typeof comparison value.,,RELIABILITY
Just-Understanding-Data-Ltd/ai-coding-with-cursor,TypeScript,mined,29,javascript:S4125,"""typeof"" expressions should only be compared to valid values",BUG,CRITICAL,Just-Understanding-Data-Ltd.ai-coding-with-cursor:chat_bot_customer_support_project/apps/web/playwright-report/index.html,Invalid typeof comparison value.,,RELIABILITY
Just-Understanding-Data-Ltd/ai-coding-with-cursor,TypeScript,mined,29,javascript:S930,Function calls should not pass extra arguments,BUG,CRITICAL,Just-Understanding-Data-Ltd.ai-coding-with-cursor:chat_bot_customer_support_project/apps/web/playwright-report/index.html,"This function expects 2 arguments, but 3 were provided.",cwe,RELIABILITY
Just-Understanding-Data-Ltd/ai-coding-with-cursor,TypeScript,mined,29,javascript:S2189,Loops should not be infinite,BUG,BLOCKER,Just-Understanding-Data-Ltd.ai-coding-with-cursor:chat_bot_customer_support_project/apps/web/playwright-report/index.html,'t' is not modified in this loop.,,RELIABILITY
Just-Understanding-Data-Ltd/ai-coding-with-cursor,TypeScript,mined,29,javascript:S2189,Loops should not be infinite,BUG,BLOCKER,Just-Understanding-Data-Ltd.ai-coding-with-cursor:chat_bot_customer_support_project/apps/web/playwright-report/index.html,'i' is not modified in this loop.,,RELIABILITY
Just-Understanding-Data-Ltd/ai-coding-with-cursor,TypeScript,mined,29,javascript:S2189,Loops should not be infinite,BUG,BLOCKER,Just-Understanding-Data-Ltd.ai-coding-with-cursor:chat_bot_customer_support_project/apps/web/playwright-report/index.html,'r' is not modified in this loop.,,RELIABILITY
remorses/spiceflow,TypeScript,mined,43,typescript:S4335,Type intersections should use meaningful types,BUG,CRITICAL,remorses.spiceflow:spiceflow/src/types.ts,Remove this type without members or change this type intersection.,"type-dependent, pitfall",RELIABILITY
remorses/spiceflow,TypeScript,mined,43,typescript:S4335,Type intersections should use meaningful types,BUG,CRITICAL,remorses.spiceflow:spiceflow/src/types.ts,Remove this type without members or change this type intersection.,"type-dependent, pitfall",RELIABILITY
remorses/spiceflow,TypeScript,mined,43,typescript:S4335,Type intersections should use meaningful types,BUG,CRITICAL,remorses.spiceflow:spiceflow/src/types.ts,Remove this type without members or change this type intersection.,"type-dependent, pitfall",RELIABILITY
remorses/spiceflow,TypeScript,mined,43,typescript:S4335,Type intersections should use meaningful types,BUG,CRITICAL,remorses.spiceflow:spiceflow/src/types.ts,Remove this type without members or change this type intersection.,"type-dependent, pitfall",RELIABILITY
remorses/spiceflow,TypeScript,mined,43,typescript:S4335,Type intersections should use meaningful types,BUG,CRITICAL,remorses.spiceflow:spiceflow/src/types.ts,Remove this type without members or change this type intersection.,"type-dependent, pitfall",RELIABILITY
remorses/spiceflow,TypeScript,mined,43,typescript:S4335,Type intersections should use meaningful types,BUG,CRITICAL,remorses.spiceflow:spiceflow/src/types.ts,Remove this type without members or change this type intersection.,"type-dependent, pitfall",RELIABILITY
remorses/spiceflow,TypeScript,mined,43,typescript:S4335,Type intersections should use meaningful types,BUG,CRITICAL,remorses.spiceflow:spiceflow/src/types.ts,Remove this type without members or change this type intersection.,"type-dependent, pitfall",RELIABILITY
remorses/spiceflow,TypeScript,mined,43,typescript:S4335,Type intersections should use meaningful types,BUG,CRITICAL,remorses.spiceflow:spiceflow/src/client/types.ts,Remove this type without members or change this type intersection.,"type-dependent, pitfall",RELIABILITY
remorses/spiceflow,TypeScript,mined,43,typescript:S4335,Type intersections should use meaningful types,BUG,CRITICAL,remorses.spiceflow:spiceflow/src/client/types.ts,Remove this type without members or change this type intersection.,"type-dependent, pitfall",RELIABILITY
remorses/spiceflow,TypeScript,mined,43,typescript:S4335,Type intersections should use meaningful types,BUG,CRITICAL,remorses.spiceflow:spiceflow/src/client/types.ts,Remove this type without members or change this type intersection.,"type-dependent, pitfall",RELIABILITY
gyger/mcp-pyzotero,Python,mined,12,python:S2734,"""__init__"" should not return a value",BUG,BLOCKER,gyger.mcp-pyzotero:zotero.py,Remove this return value.,"convention, pitfall",RELIABILITY
HybridTalentComputing/cline-chinese,TypeScript,mined,109,typescript:S2871,"""Array.prototype.sort()"" and ""Array.prototype.toSorted()"" should use a compare function",BUG,CRITICAL,HybridTalentComputing.cline-chinese:webview-ui/src/components/mcp/marketplace/McpMarketplaceView.tsx,Provide a compare function to avoid sorting elements alphabetically.,"type-dependent, bad-practice",RELIABILITY
ctavolazzi/NovaSystem,Python,mined,213,python:S5607,Operators should be used on compatible types,BUG,BLOCKER,ctavolazzi.NovaSystem:Archive/old_code/old_structure/backend/agents/docker/container.py,"Fix this invalid ""|"" operation between incompatible types (str and str).",typing,RELIABILITY
ctavolazzi/NovaSystem,Python,mined,213,python:S5607,Operators should be used on compatible types,BUG,BLOCKER,ctavolazzi.NovaSystem:Archive/old_code/old_structure/toolbox/local-rag/app.py,"Fix this invalid ""|"" operation between incompatible types (dict and str).",typing,RELIABILITY
ctavolazzi/NovaSystem,Python,mined,213,python:S930,The number and name of arguments passed to a function should match its parameters,BUG,BLOCKER,ctavolazzi.NovaSystem:Archive/old_code/old_structure/core/ports/websocket_port_adapter.py,Remove 1 unexpected arguments; 'receive_data' expects 0 positional arguments.,cwe,RELIABILITY
